header_id	DOTH41b_SF_C	DOTH42b_SF_C	DOTH43b_SF_C	DOTH44b_SF_C	DOTH45b_SF_C	DOTH46b_SF_C
>HMPREF0185_00060 hydrolase, alpha/beta domain protein [Brevundimonas diminuta 470-4]	NA	NA	5265550	6091550	4706110	NA
>HMPREF0185_00915 pyridoxal kinase [Brevundimonas diminuta 470-4]	646847	123170000	3921480	4373400	4380080	2980380
>HMPREF0185_01188 hypothetical protein [Brevundimonas diminuta 470-4]	NA	NA	NA	NA	NA	NA
>HMPREF0185_01298 metallo-beta-lactamase family protein [Brevundimonas diminuta 470-4]	19630200	8441270	11854200	411692	NA	NA
>HMPREF0185_01693 phasin family protein [Brevundimonas diminuta 470-4]	NA	NA	NA	NA	NA	NA
>HMPREF0185_02090 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase [Brevundimonas diminuta 470-4]	NA	NA	NA	NA	NA	NA
>HMPREF0185_02507 outer membrane protein transport protein, Ompp1/FadL/TodX family [Brevundimonas diminuta 470-4]	27436200	38347500	22379600	25010900	21312900	16083100
>HMPREF0185_02589 peptidase M16 inactive domain protein [Brevundimonas diminuta 470-4]	5057760	4031770	NA	NA	857975	355749
>HMPREF0185_02677 carboxyl transferase domain protein [Brevundimonas diminuta 470-4]	NA	4107960	NA	NA	NA	NA
>HMPREF0185_03049 unspecific monooxygenase [Brevundimonas diminuta 470-4]	NA	NA	NA	NA	NA	205330
>HMPREF0299_6025 hypothetical protein [Corynebacterium matruchotii ATCC 14266]	NA	NA	460179000	NA	NA	NA
>HMPREF0347_5380 hypothetical protein [Enterococcus faecalis TUSoD Ef11]	623732000	578376000	NA	NA	NA	NA
>HMPREF0347_5881 kinase, PfkB family [Enterococcus faecalis TUSoD Ef11]	13509900	22069400	NA	8701690	6271910	659202
>HMPREF0347_6019 L-lactate dehydrogenase [Enterococcus faecalis TUSoD Ef11]	NA	NA	NA	NA	3223380	NA
>HMPREF0347_6197 DNA repair protein RadA [Enterococcus faecalis TUSoD Ef11]	NA	NA	NA	NA	NA	NA
>HMPREF0347_6982 putative ComG operon protein 1 [Enterococcus faecalis TUSoD Ef11]	NA	NA	NA	NA	11536100	NA
>HMPREF0347_7156 phosphoribosylaminoimidazole carboxylase, ATPase subunit [Enterococcus faecalis TUSoD Ef11]	109633	NA	NA	NA	NA	NA
>HMPREF0347_7274 oxidoreductase, short chain dehydrogenase/reductase family protein [Enterococcus faecalis TUSoD Ef11]	NA	NA	3132200	4030850	1569750	2294230
>HMPREF0347_7502 RDD family protein [Enterococcus faecalis TUSoD Ef11]	NA	NA	NA	5322910	3199190	6829270
>HMPREF0347_7690 hypothetical protein [Enterococcus faecalis TUSoD Ef11]	NA	NA	NA	NA	NA	250160000
>HMPREF0378_0082 putative modification methylase HhaI [Eubacterium nodatum ATCC 33099]	NA	NA	68586000	NA	NA	37070000
>HMPREF0378_0209 glycoside-hydrolase family GH114 [Eubacterium nodatum ATCC 33099]	NA	NA	914444	1213750	NA	2899990
>HMPREF0378_0272 glycerol-3-phosphate responsive antiterminator [Eubacterium nodatum ATCC 33099]	NA	NA	NA	NA	NA	NA
>HMPREF0378_1011 peroxiredoxin [Eubacterium nodatum ATCC 33099]	NA	NA	NA	NA	NA	NA
>HMPREF0378_1445 amidohydrolase [Eubacterium nodatum ATCC 33099]	1106890	857888	318445	NA	NA	NA
>HMPREF0378_1496 putative 4-aminobutyrate transaminase [Eubacterium nodatum ATCC 33099]	24022500	NA	68586000	NA	NA	NA
>HMPREF0379_0286 aspartate--ammonia ligase [Peptoclostridium [Eubacterium] yurii subsp. margaretiae ATCC 43715]	NA	NA	NA	4655090	NA	NA
>HMPREF0379_0522 hypothetical protein [Peptoclostridium [Eubacterium] yurii subsp. margaretiae ATCC 43715]	NA	NA	NA	254255000	NA	NA
>HMPREF0379_0727 TRAP transporter, DctQ-like membrane protein [Peptoclostridium [Eubacterium] yurii subsp. margaretiae ATCC 43715]	4066840	4860320	1654180	8091320	3912970	1792840
>HMPREF0379_1824 gamma-aminobutyrate metabolism dehydratase/isomerase [Peptoclostridium [Eubacterium] yurii subsp. margaretiae ATCC 43715]	182682	227288	588940	NA	NA	NA
>HMPREF0379_2027 ABC transporter, ATP-binding protein [Peptoclostridium [Eubacterium] yurii subsp. margaretiae ATCC 43715]	NA	NA	NA	NA	NA	NA
>HMPREF0380_00122 hypothetical protein [Eubacterium infirmum F0142]	NA	NA	NA	254255000	NA	250160000
>HMPREF0380_00581 UDP-N-acetylmuramoylalanine-D-glutamate ligase [Eubacterium infirmum F0142]	NA	NA	NA	NA	NA	NA
>HMPREF0380_01741 hypothetical protein [Eubacterium infirmum F0142]	NA	NA	460179000	254255000	238656000	250160000
>HMPREF0381_0657 ABC transporter, ATP-binding protein [Lachnoanaerobaculum saburreum DSM 3986]	NA	54175000	35987900	26133700	NA	NA
>HMPREF0381_2124 helicase C-terminal domain protein [Lachnoanaerobaculum saburreum DSM 3986]	NA	NA	NA	756859	1474190	2711870
>HMPREF0389_00768 antioxidant, AhpC/TSA family [Filifactor alocis ATCC 35896]	NA	NA	NA	NA	NA	NA
>HMPREF0389_00797 hypothetical protein [Filifactor alocis ATCC 35896]	623732000	578376000	460179000	NA	NA	NA
>HMPREF0389_01056 hypothetical protein [Filifactor alocis ATCC 35896]	NA	NA	460179000	254255000	238656000	250160000
>HMPREF0389_01225 copper amine oxidase domain protein [Filifactor alocis ATCC 35896]	2966160	2744090	12070800	NA	NA	NA
>HMPREF0389_01469 glutaconate CoA-transferase subunit A [Filifactor alocis ATCC 35896]	8792130	8262450	18700100	4700970	208329	6918020
>HMPREF0389_01485 SpoIID/LytB domain protein [Filifactor alocis ATCC 35896]	NA	NA	NA	NA	NA	NA
>HMPREF0389_01570 aminotransferase, acetylornithine/succinylornithine family [Filifactor alocis ATCC 35896]	1406610	981188	NA	NA	NA	NA
>HMPREF0389_01735 DNA-directed RNA polymerase, beta subunit [Filifactor alocis ATCC 35896]	876140	1792010	11246100	15773500	11720600	18087100
>HMPREF0444_0173 histidine kinase [Granulicatella adiacens ATCC 49175]	22456900	11792000	50278800	19509300	2360950	46183300
>HMPREF0444_0187 DNA mismatch repair protein MutS [Granulicatella adiacens ATCC 49175]	NA	NA	NA	NA	NA	NA
>HMPREF0444_0202 phosphoglycerate mutase 1 family [Granulicatella adiacens ATCC 49175]	NA	NA	NA	NA	NA	NA
>HMPREF0444_0618 hypothetical protein [Granulicatella adiacens ATCC 49175]	NA	NA	NA	254255000	238656000	250160000
>HMPREF0444_1115 excinuclease ABC, B subunit [Granulicatella adiacens ATCC 49175]	NA	10338700	13273900	5894510	718055	12133900
>HMPREF0444_1235 amidohydrolase [Granulicatella adiacens ATCC 49175]	NA	NA	NA	NA	NA	NA
>HMPREF0444_1659 hypothetical protein [Granulicatella adiacens ATCC 49175]	NA	NA	460179000	254255000	NA	250160000
>HMPREF0446_00694 hypothetical protein [Granulicatella elegans ATCC 700633]	NA	NA	NA	NA	NA	250160000
>HMPREF0446_00813 hypothetical protein [Granulicatella elegans ATCC 700633]	623732000	578376000	NA	254255000	NA	250160000
>HMPREF0491_00085 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	NA	NA	NA
>HMPREF0491_00426 Mg chelatase [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	NA	NA	NA
>HMPREF0491_00631 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	NA	NA	NA
>HMPREF0491_01378 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	623732000	578376000	460179000	254255000	NA	250160000
>HMPREF0491_01495 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	NA	NA	NA
>HMPREF0491_01793 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	578376000	460179000	254255000	NA	250160000
>HMPREF0491_01809 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	254255000	238656000	NA
>HMPREF0491_02703 hypothetical protein [Lachnospiraceae oral taxon 107 str. F0167]	NA	NA	NA	NA	NA	NA
>HMPREF0545_0857 glutamate-5-semialdehyde dehydrogenase [Lactobacillus salivarius ATCC 11741]	NA	NA	NA	NA	NA	NA
>HMPREF0545_1703 hypothetical protein [Lactobacillus salivarius ATCC 11741]	623732000	NA	NA	254255000	238656000	250160000
>HMPREF0545_1866 hypothetical protein [Lactobacillus salivarius ATCC 11741]	NA	NA	NA	254255000	238656000	NA
>HMPREF0551_0128 hypothetical protein [Lautropia mirabilis ATCC 51599]	NA	NA	NA	254255000	238656000	250160000
>HMPREF0551_0190 ABC transporter, ATP-binding protein [Lautropia mirabilis ATCC 51599]	106942000	54175000	35987900	26133700	26683900	29120700
>HMPREF0551_0317 glutamate-5-semialdehyde dehydrogenase [Lautropia mirabilis ATCC 51599]	24855500	13620800	12251200	NA	3836020	6348250
>HMPREF0551_0473 triose-phosphate isomerase [Lautropia mirabilis ATCC 51599]	1535640	3137750	7950800	4741700	1225570	13238300
>HMPREF0551_1796 conserved repeat protein [Lautropia mirabilis ATCC 51599]	NA	NA	NA	NA	NA	NA
>HMPREF0551_1926 ribosomal protein L1 [Lautropia mirabilis ATCC 51599]	NA	8233450	NA	NA	3232570	5768560
>HMPREF0554_0217 pyruvate, water dikinase [Leptotrichia goodfellowii F0264]	NA	NA	NA	680819	1555360	872563
>HMPREF0554_0223 glyceraldehyde-3-phosphate dehydrogenase, type I [Leptotrichia goodfellowii F0264]	NA	NA	278496000	NA	NA	NA
>HMPREF0554_0388 putative purine nucleoside phosphorylase [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	NA	NA
>HMPREF0554_0629 RNA-binding protein, YhbY family [Leptotrichia goodfellowii F0264]	NA	NA	NA	934798	NA	NA
>HMPREF0554_0730 putative serine-type D-Ala-D-Ala carboxypeptidase [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	NA	NA
>HMPREF0554_0827 hypothetical protein [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	NA	NA
>HMPREF0554_1187 pseudouridine synthase, RluA family [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	318385	NA
>HMPREF0554_1802 ABC transporter, substrate-binding protein, family 5 [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	NA	29120700
>HMPREF0554_2341 DAK1 domain protein [Leptotrichia goodfellowii F0264]	NA	NA	NA	NA	3532400	NA
>HMPREF0620_0151 hypothetical protein [Parascardovia denticolens DSM 10105 = JCM 12538]	NA	NA	NA	NA	NA	NA
>HMPREF0620_0390 phosphoglucosamine mutase [Parascardovia denticolens DSM 10105 = JCM 12538]	7109960	6538830	2823370	1086380	1897410	2493670
>HMPREF0620_0392 hypothetical protein [Parascardovia denticolens DSM 10105 = JCM 12538]	623732000	NA	NA	NA	NA	NA
>HMPREF0620_1515 pullulanase, type I [Parascardovia denticolens DSM 10105 = JCM 12538]	17460800	10795700	14106300	4901430	5944890	19160900
>HMPREF0629_00076 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Peptoniphilus sp. oral taxon 386 str. F0131]	NA	5902040	3462270	3637020	427217	3718250
>HMPREF0629_00396 radical SAM domain protein [Peptoniphilus sp. oral taxon 386 str. F0131]	NA	NA	1201520	861267	547604	287564
>HMPREF0629_00476 phosphoribosylformylglycinamidine cyclo-ligase [Peptoniphilus sp. oral taxon 386 str. F0131]	NA	NA	NA	NA	NA	NA
>HMPREF0629_00869 threonine--tRNA ligase [Peptoniphilus sp. oral taxon 386 str. F0131]	NA	NA	NA	NA	750905	NA
>HMPREF0629_01246 thiamine biosynthesis/tRNA modification protein ThiI [Peptoniphilus sp. oral taxon 386 str. F0131]	27484100	29520700	13463400	4650620	NA	9707550
>HMPREF0629_01375 oligoendopeptidase F [Peptoniphilus sp. oral taxon 386 str. F0131]	NA	NA	NA	911007	2203480	737955
>HMPREF0634_0014 putative cell wall binding repeat 2 [Peptostreptococcus stomatis DSM 17678]	24022500	65186000	68586000	NA	NA	NA
>HMPREF0634_0181 thiazole biosynthesis protein ThiG [Peptostreptococcus stomatis DSM 17678]	NA	NA	NA	2779950	NA	4795170
>HMPREF0634_0197 translation elongation factor Tu [Peptostreptococcus stomatis DSM 17678]	NA	NA	2347510	NA	NA	NA
>HMPREF0634_0237 BRO family, N-terminal domain protein [Peptostreptococcus stomatis DSM 17678]	NA	NA	NA	NA	NA	NA
>HMPREF0634_0528 putative phage head-tail adaptor [Peptostreptococcus stomatis DSM 17678]	NA	65186000	NA	26228600	NA	NA
>HMPREF0634_0554 23S rRNA (uracil-5-)-methyltransferase RumA [Peptostreptococcus stomatis DSM 17678]	NA	NA	NA	NA	NA	NA
>HMPREF0634_0677 hypothetical protein [Peptostreptococcus stomatis DSM 17678]	623732000	578376000	NA	NA	238656000	250160000
>HMPREF0634_0722 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) [Peptostreptococcus stomatis DSM 17678]	NA	NA	NA	NA	NA	NA
>HMPREF0634_0743 ribosomal protein L7/L12 [Peptostreptococcus stomatis DSM 17678]	NA	NA	21238500	NA	NA	NA
>HMPREF0634_0965 aminotransferase, class I/II [Peptostreptococcus stomatis DSM 17678]	1406610	981188	58816500	NA	NA	NA
>HMPREF0634_1223 transcription termination factor NusA [Peptostreptococcus stomatis DSM 17678]	3167830	3478990	31630700	12501300	5596800	31772100
>HMPREF0634_1385 electron transfer flavoprotein domain protein [Peptostreptococcus stomatis DSM 17678]	NA	NA	NA	5120370	NA	NA
>HMPREF0634_1386 electron transfer flavoprotein FAD-binding domain protein [Peptostreptococcus stomatis DSM 17678]	NA	NA	29374000	NA	NA	NA
>HMPREF0634_1387 4-phosphoerythronate dehydrogenase [Peptostreptococcus stomatis DSM 17678]	NA	NA	46978300	NA	NA	NA
>HMPREF0634_1400 glutamate dehydrogenase, NAD-specific [Peptostreptococcus stomatis DSM 17678]	5447910	NA	11588100	NA	NA	NA
>HMPREF0634_1493 repeat protein [Peptostreptococcus stomatis DSM 17678]	NA	NA	3545220	NA	NA	NA
>HMPREF0649_00204 pyridoxal-phosphate dependent TrpB-like enzyme [Prevotella buccae D17]	NA	NA	NA	NA	NA	NA
>HMPREF0649_00361 FabA-like domain protein [Prevotella buccae D17]	21289300	NA	21145700	8548250	7874170	11315300
>HMPREF0649_01523 4Fe-4S binding domain protein [Prevotella buccae D17]	NA	NA	NA	NA	NA	NA
>HMPREF0649_01691 translation elongation factor Tu [Prevotella buccae D17]	NA	NA	2347510	3324200	NA	NA
>HMPREF0649_02022 hypothetical protein [Prevotella buccae D17]	623732000	578376000	460179000	254255000	NA	NA
>HMPREF0649_02113 thiazole biosynthesis enzyme [Prevotella buccae D17]	2094130	4080130	1309080	NA	NA	NA
>HMPREF0658_0508 hypothetical protein [Prevotella marshii DSM 16973]	623732000	578376000	460179000	254255000	NA	250160000
>HMPREF0658_0535 hypothetical protein [Prevotella marshii DSM 16973]	NA	NA	NA	NA	NA	NA
>HMPREF0658_0901 ApbE family protein [Prevotella marshii DSM 16973]	NA	NA	NA	NA	NA	NA
>HMPREF0658_0987 hypothetical protein [Prevotella marshii DSM 16973]	NA	NA	NA	254255000	238656000	250160000
>HMPREF0659_A5653 transcriptional regulator, LuxR family [Prevotella melaninogenica ATCC 25845]	NA	NA	NA	NA	13077300	NA
>HMPREF0659_A6371 phosphoenolpyruvate carboxykinase (ATP) [Prevotella melaninogenica ATCC 25845]	NA	NA	19346700	2073590	NA	173596
>HMPREF0659_A6410 hypothetical protein [Prevotella melaninogenica ATCC 25845]	NA	NA	NA	NA	NA	NA
>HMPREF0659_A6649 hypothetical protein [Prevotella melaninogenica ATCC 25845]	NA	NA	NA	NA	NA	NA
>HMPREF0659_A6813 phosphoserine transaminase [Prevotella melaninogenica ATCC 25845]	NA	756932	7205010	NA	NA	NA
>HMPREF0660_00149 ribosomal protein S2 [Prevotella melaninogenica D18]	NA	NA	NA	NA	NA	NA
>HMPREF0660_00707 alpha amylase, catalytic domain protein [Prevotella melaninogenica D18]	NA	NA	NA	NA	NA	NA
>HMPREF0660_01132 hypothetical protein [Prevotella melaninogenica D18]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF0662_00325 histidine ammonia-lyase [Prevotella nigrescens F0103]	NA	NA	50278800	NA	NA	NA
>HMPREF0662_00673 hypothetical protein [Prevotella nigrescens F0103]	623732000	578376000	460179000	254255000	NA	250160000
>HMPREF0662_00889 hypothetical protein [Prevotella nigrescens F0103]	NA	NA	460179000	254255000	NA	NA
>HMPREF0662_01034 hypothetical protein [Prevotella nigrescens F0103]	NA	NA	460179000	NA	NA	NA
>HMPREF0662_01483 hypothetical protein [Prevotella nigrescens F0103]	NA	NA	NA	NA	NA	NA
>HMPREF0662_02049 hypothetical protein [Prevotella nigrescens F0103]	NA	NA	NA	NA	NA	NA
>HMPREF0662_02053 hypothetical protein [Prevotella nigrescens F0103]	623732000	578376000	NA	NA	238656000	250160000
>HMPREF0662_02238 hypothetical protein [Prevotella nigrescens F0103]	623732000	578376000	460179000	NA	NA	NA
>HMPREF0662_02265 por secretion system C-terminal sorting domain-containing protein [Prevotella nigrescens F0103]	NA	NA	623889	NA	NA	NA
>HMPREF0662_02633 acyl carrier protein [Prevotella nigrescens F0103]	2892250	2488120	64137400	4565140	NA	730093
>HMPREF0670_00478 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF0670_00862 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	NA	NA	NA	NA	NA	NA
>HMPREF0670_01657 peptidase M16 inactive domain protein [Prevotella sp. oral taxon 317 str. F0108]	NA	NA	NA	238961	NA	NA
>HMPREF0670_01803 phosphopyruvate hydratase [Prevotella sp. oral taxon 317 str. F0108]	874778	366393	100473000	8463050	NA	NA
>HMPREF0670_02337 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	NA	NA	NA	NA	NA	NA
>HMPREF0670_02765 rubrerythrin [Prevotella sp. oral taxon 317 str. F0108]	NA	NA	NA	NA	NA	NA
>HMPREF0670_02795 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	NA	NA	NA	NA	NA	NA
>HMPREF0733_10115 uroporphyrinogen decarboxylase [Rothia dentocariosa ATCC 17931]	28489400	35535500	21615800	3297020	NA	NA
>HMPREF0733_10275 30S ribosomal protein S11 [Rothia dentocariosa ATCC 17931]	559713	7886640	1123670	NA	17255.5	NA
>HMPREF0733_10400 hypothetical protein [Rothia dentocariosa ATCC 17931]	623732000	578376000	NA	254255000	NA	250160000
>HMPREF0733_10610 oxidoreductase, short chain dehydrogenase/reductase family protein [Rothia dentocariosa ATCC 17931]	NA	NA	NA	NA	NA	NA
>HMPREF0733_11206 putative hemin import ATP-binding protein HmuV [Rothia dentocariosa ATCC 17931]	NA	NA	NA	NA	11536100	37070000
>HMPREF0733_11362 succinate dehydrogenase iron-sulfur subunit [Rothia dentocariosa ATCC 17931]	NA	NA	NA	NA	NA	NA
>HMPREF0733_11870 glyceraldehyde-3-phosphate dehydrogenase, type I [Rothia dentocariosa ATCC 17931]	NA	NA	NA	NA	NA	NA
>HMPREF0762_00740 putative serine O-acetyltransferase [Slackia exigua ATCC 700122]	24022500	65186000	68586000	26228600	11536100	37070000
>HMPREF0762_01938 anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family [Slackia exigua ATCC 700122]	NA	NA	NA	28560200	NA	NA
>HMPREF0813_01131 glyceraldehyde-3-phosphate dehydrogenase, type I [Streptococcus anginosus F0211]	NA	NA	278496000	NA	NA	NA
>HMPREF0813_01446 pyruvate kinase [Streptococcus anginosus F0211]	NA	NA	NA	NA	NA	NA
>HMPREF0813_01913 CRISPR-associated protein, Csn1 family [Streptococcus anginosus F0211]	NA	NA	NA	1505950	NA	NA
>HMPREF0813_02035 DNA-binding protein HU [Streptococcus anginosus F0211]	NA	NA	16642400	NA	1167880	NA
>HMPREF0833_10331 hypothetical protein [Streptococcus parasanguinis ATCC 15912]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF0833_10370 hypothetical protein [Streptococcus parasanguinis ATCC 15912]	NA	NA	NA	NA	NA	NA
>HMPREF0833_10823 ferrous iron transport protein B [Streptococcus parasanguinis ATCC 15912]	1015750	NA	743591	NA	1203470	487939
>HMPREF0833_10870 efflux transporter, RND family, MFP subunit [Streptococcus parasanguinis ATCC 15912]	NA	NA	NA	NA	NA	NA
>HMPREF0833_11026 pseudouridine synthase B, ribosomal large subunit [Streptococcus parasanguinis ATCC 15912]	1972370	1648660	1783640	128941	318385	921552
>HMPREF0833_11418 4-alpha-glucanotransferase [Streptococcus parasanguinis ATCC 15912]	NA	NA	NA	2642850	NA	NA
>HMPREF0833_11930 cysteine desulfurase, SufS subfamily [Streptococcus parasanguinis ATCC 15912]	NA	NA	3187450	NA	NA	NA
>HMPREF0860_0739 sigma-54 interaction domain protein [Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536]	NA	NA	NA	NA	NA	NA
>HMPREF0860_2543 ASCH domain protein [Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536]	NA	NA	NA	NA	NA	NA
>HMPREF0870_00447 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit [Veillonella atypica KON]	NA	NA	NA	386221	NA	289780
>HMPREF0870_00618 translation initiation factor IF-2 [Veillonella atypica KON]	NA	NA	NA	3324200	NA	684192
>HMPREF0870_00682 TonB-dependent receptor [Veillonella atypica KON]	1622010	NA	13612700	3866790	854845	5391620
>HMPREF0870_01168 ribosomal protein L7/L12 [Veillonella atypica KON]	NA	NA	NA	NA	NA	NA
>HMPREF0870_01668 hypothetical protein [Veillonella atypica KON]	NA	NA	460179000	254255000	NA	NA
>HMPREF0870_01920 hypothetical protein [Veillonella atypica KON]	NA	NA	460179000	NA	NA	NA
>HMPREF0908_0031 nitrite reductase [Selenomonas flueggei ATCC 43531]	NA	NA	204223	NA	NA	NA
>HMPREF0908_0211 alanine dehydrogenase [Selenomonas flueggei ATCC 43531]	NA	NA	18183400	NA	NA	NA
>HMPREF0908_0258 Heptosyltransferase [Selenomonas flueggei ATCC 43531]	NA	NA	1448220	755116	NA	NA
>HMPREF0908_1298 chaperonin GroL [Selenomonas flueggei ATCC 43531]	NA	NA	NA	1639280	NA	NA
>HMPREF0908_2022 outer membrane protein, OMP85 family [Selenomonas flueggei ATCC 43531]	NA	NA	NA	NA	21312900	NA
>HMPREF0971_01091 DNA replication and repair protein RecF [Prevotella oris F0302]	NA	NA	NA	NA	47450500	NA
>HMPREF0971_01668 tRNA-i(6)A37 thiotransferase enzyme MiaB [Prevotella oris F0302]	57350.4	46261.9	265518	436233	16032.7	41777.8
>HMPREF0971_02031 hypothetical protein [Prevotella oris F0302]	NA	NA	NA	254255000	NA	NA
>HMPREF0971_02105 hypothetical protein [Prevotella oris F0302]	NA	NA	NA	NA	NA	NA
>HMPREF0971_03128 DNA primase [Prevotella oris F0302]	NA	NA	78738100	100081000	NA	32866100
>HMPREF0972_00315 ATP-dependent helicase HrpA [Actinomyces sp. oral taxon 848 str. F0332]	NA	NA	NA	3926290	3337710	11513900
>HMPREF0972_00584 tRNA-guanine transglycosylase [Actinomyces sp. oral taxon 848 str. F0332]	NA	1527970	1407470	1321410	1883680	2020190
>HMPREF0972_00678 R-phenyllactate dehydratase, medium subunit [Actinomyces sp. oral taxon 848 str. F0332]	2144230	NA	NA	NA	NA	NA
>HMPREF0972_00980 NADH dehydrogenase subunit K [Actinomyces sp. oral taxon 848 str. F0332]	NA	460847	3338370	NA	NA	NA
>HMPREF0972_01428 tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain protein [Actinomyces sp. oral taxon 848 str. F0332]	NA	NA	NA	NA	NA	175852
>HMPREF0972_01592 transcriptional regulator, MarR family [Actinomyces sp. oral taxon 848 str. F0332]	NA	NA	NA	NA	NA	NA
>HMPREF0972_01610 30S ribosomal protein S13 [Actinomyces sp. oral taxon 848 str. F0332]	NA	NA	1123670	NA	NA	NA
>HMPREF0972_01889 phosphopyruvate hydratase [Actinomyces sp. oral taxon 848 str. F0332]	NA	NA	100473000	8463050	NA	3300360
>HMPREF0972_02191 UDP-N-acetylmuramate--L-alanine ligase [Actinomyces sp. oral taxon 848 str. F0332]	NA	1932630	3396680	6813690	2683100	3799310
>HMPREF0973_02184 glutamate dehydrogenase, NAD-specific [Prevotella veroralis F0319]	5447910	6377460	11588100	7970010	NA	NA
