ID	feature_category
>HMPREF0545_1703 hypothetical protein [Lactobacillus salivarius ATCC 11741]	bacteria
>HMPREF0545_1866 hypothetical protein [Lactobacillus salivarius ATCC 11741]	bacteria
>HMPREF0551_0128 hypothetical protein [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0551_0190 ABC transporter, ATP-binding protein [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0551_0317 glutamate-5-semialdehyde dehydrogenase [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0551_0473 triose-phosphate isomerase [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0551_1796 conserved repeat protein [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0551_1926 ribosomal protein L1 [Lautropia mirabilis ATCC 51599]	bacteria
>HMPREF0554_0217 pyruvate, water dikinase [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_0223 glyceraldehyde-3-phosphate dehydrogenase, type I [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_0388 putative purine nucleoside phosphorylase [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_0629 RNA-binding protein, YhbY family [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_0730 putative serine-type D-Ala-D-Ala carboxypeptidase [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_0827 hypothetical protein [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_1187 pseudouridine synthase, RluA family [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_1802 ABC transporter, substrate-binding protein, family 5 [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0554_2341 DAK1 domain protein [Leptotrichia goodfellowii F0264]	bacteria
>HMPREF0620_0151 hypothetical protein [Parascardovia denticolens DSM 10105 = JCM 12538]	bacteria
>HMPREF0620_0390 phosphoglucosamine mutase [Parascardovia denticolens DSM 10105 = JCM 12538]	bacteria
>HMPREF0620_0392 hypothetical protein [Parascardovia denticolens DSM 10105 = JCM 12538]	bacteria
>HMPREF0620_1515 pullulanase, type I [Parascardovia denticolens DSM 10105 = JCM 12538]	bacteria
>HMPREF0629_00076 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0629_00396 radical SAM domain protein [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0629_00476 phosphoribosylformylglycinamidine cyclo-ligase [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0629_00869 threonine--tRNA ligase [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0629_01246 thiamine biosynthesis/tRNA modification protein ThiI [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0629_01375 oligoendopeptidase F [Peptoniphilus sp. oral taxon 386 str. F0131]	bacteria
>HMPREF0634_0014 putative cell wall binding repeat 2 [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0181 thiazole biosynthesis protein ThiG [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0197 translation elongation factor Tu [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0237 BRO family, N-terminal domain protein [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0528 putative phage head-tail adaptor [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0554 23S rRNA (uracil-5-)-methyltransferase RumA [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0677 hypothetical protein [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0722 3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0743 ribosomal protein L7/L12 [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_0965 aminotransferase, class I/II [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1223 transcription termination factor NusA [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1385 electron transfer flavoprotein domain protein [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1386 electron transfer flavoprotein FAD-binding domain protein [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1387 4-phosphoerythronate dehydrogenase [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1400 glutamate dehydrogenase, NAD-specific [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0634_1493 repeat protein [Peptostreptococcus stomatis DSM 17678]	bacteria
>HMPREF0649_00204 pyridoxal-phosphate dependent TrpB-like enzyme [Prevotella buccae D17]	bacteria
>HMPREF0649_00361 FabA-like domain protein [Prevotella buccae D17]	bacteria
>HMPREF0649_01523 4Fe-4S binding domain protein [Prevotella buccae D17]	bacteria
>HMPREF0649_01691 translation elongation factor Tu [Prevotella buccae D17]	bacteria
>HMPREF0649_02022 hypothetical protein [Prevotella buccae D17]	bacteria
>HMPREF0649_02113 thiazole biosynthesis enzyme [Prevotella buccae D17]	bacteria
>HMPREF0658_0508 hypothetical protein [Prevotella marshii DSM 16973]	bacteria
>HMPREF0658_0535 hypothetical protein [Prevotella marshii DSM 16973]	bacteria
>HMPREF0658_0901 ApbE family protein [Prevotella marshii DSM 16973]	bacteria
>HMPREF0658_0987 hypothetical protein [Prevotella marshii DSM 16973]	bacteria
>HMPREF0659_A5653 transcriptional regulator, LuxR family [Prevotella melaninogenica ATCC 25845]	bacteria
>HMPREF0659_A6371 phosphoenolpyruvate carboxykinase (ATP) [Prevotella melaninogenica ATCC 25845]	bacteria
>HMPREF0659_A6410 hypothetical protein [Prevotella melaninogenica ATCC 25845]	bacteria
>HMPREF0659_A6649 hypothetical protein [Prevotella melaninogenica ATCC 25845]	bacteria
>HMPREF0659_A6813 phosphoserine transaminase [Prevotella melaninogenica ATCC 25845]	bacteria
>HMPREF0660_00149 ribosomal protein S2 [Prevotella melaninogenica D18]	bacteria
>HMPREF0660_00707 alpha amylase, catalytic domain protein [Prevotella melaninogenica D18]	bacteria
>HMPREF0660_01132 hypothetical protein [Prevotella melaninogenica D18]	bacteria
>HMPREF0662_00325 histidine ammonia-lyase [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_00673 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_00889 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_01034 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_01483 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_02049 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_02053 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_02238 hypothetical protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_02265 por secretion system C-terminal sorting domain-containing protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0662_02633 acyl carrier protein [Prevotella nigrescens F0103]	bacteria
>HMPREF0670_00478 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_00862 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_01657 peptidase M16 inactive domain protein [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_01803 phosphopyruvate hydratase [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_02337 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_02765 rubrerythrin [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0670_02795 hypothetical protein [Prevotella sp. oral taxon 317 str. F0108]	bacteria
>HMPREF0733_10115 uroporphyrinogen decarboxylase [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_10275 30S ribosomal protein S11 [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_10400 hypothetical protein [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_10610 oxidoreductase, short chain dehydrogenase/reductase family protein [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_11206 putative hemin import ATP-binding protein HmuV [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_11362 succinate dehydrogenase iron-sulfur subunit [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0733_11870 glyceraldehyde-3-phosphate dehydrogenase, type I [Rothia dentocariosa ATCC 17931]	bacteria
>HMPREF0762_00740 putative serine O-acetyltransferase [Slackia exigua ATCC 700122]	bacteria
>HMPREF0762_01938 anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family [Slackia exigua ATCC 700122]	bacteria
>HMPREF0813_01131 glyceraldehyde-3-phosphate dehydrogenase, type I [Streptococcus anginosus F0211]	bacteria
>HMPREF0813_01446 pyruvate kinase [Streptococcus anginosus F0211]	bacteria
>HMPREF0813_01913 CRISPR-associated protein, Csn1 family [Streptococcus anginosus F0211]	bacteria
>HMPREF0813_02035 DNA-binding protein HU [Streptococcus anginosus F0211]	bacteria
>HMPREF0833_10331 hypothetical protein [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_10370 hypothetical protein [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_10823 ferrous iron transport protein B [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_10870 efflux transporter, RND family, MFP subunit [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_11026 pseudouridine synthase B, ribosomal large subunit [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_11418 4-alpha-glucanotransferase [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0833_11930 cysteine desulfurase, SufS subfamily [Streptococcus parasanguinis ATCC 15912]	bacteria
>HMPREF0860_0739 sigma-54 interaction domain protein [Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536]	bacteria
>HMPREF0860_2543 ASCH domain protein [Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536]	bacteria
>HMPREF0870_00447 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit [Veillonella atypica KON]	bacteria
>HMPREF0870_00618 translation initiation factor IF-2 [Veillonella atypica KON]	bacteria
>HMPREF0870_00682 TonB-dependent receptor [Veillonella atypica KON]	bacteria
>HMPREF0870_01168 ribosomal protein L7/L12 [Veillonella atypica KON]	bacteria
>HMPREF0870_01668 hypothetical protein [Veillonella atypica KON]	bacteria
>HMPREF0870_01920 hypothetical protein [Veillonella atypica KON]	bacteria
>HMPREF0908_0031 nitrite reductase [Selenomonas flueggei ATCC 43531]	bacteria
>HMPREF0908_0211 alanine dehydrogenase [Selenomonas flueggei ATCC 43531]	bacteria
>HMPREF0908_0258 Heptosyltransferase [Selenomonas flueggei ATCC 43531]	bacteria
>HMPREF0908_1298 chaperonin GroL [Selenomonas flueggei ATCC 43531]	bacteria
>HMPREF0908_2022 outer membrane protein, OMP85 family [Selenomonas flueggei ATCC 43531]	bacteria
>HMPREF0971_01091 DNA replication and repair protein RecF [Prevotella oris F0302]	bacteria
>HMPREF0971_01668 tRNA-i(6)A37 thiotransferase enzyme MiaB [Prevotella oris F0302]	bacteria
>HMPREF0971_02031 hypothetical protein [Prevotella oris F0302]	bacteria
>HMPREF0971_02105 hypothetical protein [Prevotella oris F0302]	bacteria
>HMPREF0971_03128 DNA primase [Prevotella oris F0302]	bacteria
>HMPREF0972_00315 ATP-dependent helicase HrpA [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_00584 tRNA-guanine transglycosylase [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_00678 R-phenyllactate dehydratase, medium subunit [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_00980 NADH dehydrogenase subunit K [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_01428 tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain protein [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_01592 transcriptional regulator, MarR family [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_01610 30S ribosomal protein S13 [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_01889 phosphopyruvate hydratase [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0972_02191 UDP-N-acetylmuramate--L-alanine ligase [Actinomyces sp. oral taxon 848 str. F0332]	bacteria
>HMPREF0973_02184 glutamate dehydrogenase, NAD-specific [Prevotella veroralis F0319]	bacteria
>HMPREF0973_02954 putative FeS assembly SUF system protein [Prevotella veroralis F0319]	bacteria
>HMPREF0973_03038 glycosyl hydrolase family 26 [Prevotella veroralis F0319]	bacteria
>HMPREF0975_00413 hypothetical protein [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_00434 hypothetical protein [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_00732 hypothetical protein [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_00895 phosphoglycerate kinase [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_01655 L-lactate dehydrogenase [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_02413 fructose-bisphosphate aldolase [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_02597 hypothetical protein [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF0975_02724 hypothetical protein [Actinomyces sp. oral taxon 849 str. F0330]	bacteria
>HMPREF1008_00305 GTP-binding protein YchF [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1008_00342 hypothetical protein [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1008_01490 chaperone DnaJ [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1008_01695 hypothetical protein [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1008_01870 hypothetical protein [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1008_01883 hypothetical protein [Olsenella sp. oral taxon 809 str. F0356]	bacteria
>HMPREF1012_00790 YngG protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_00977 hypothetical protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_01493 YkwC protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_01960 YdeD protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_02026 hypothetical protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_02788 hypothetical protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_03318 DhbB protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_03593 hypothetical protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_03730 YycI protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1012_03936 YdcI protein [Bacillus sp. BT1B_CT2]	bacteria
>HMPREF1013_00388 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_00472 cytochrome c oxidase subunit III [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_00539 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_01538 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02056 DnaQ family exonuclease/DinG family helicase [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02578 argininosuccinate synthase [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02589 signal peptide peptidase [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02817 branched-chain amino acid ABC transporter ATP-binding protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02863 YvgR protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_02980 thiamine pyrophosphate enzyme-like protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_03024 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_03482 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_03601 L-carnitine dehydrogenase-like protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1013_04694 hypothetical protein [Bacillus sp. 2_A_57_CT2]	bacteria
>HMPREF1028_00359 glycine dehydrogenase [Neisseria sp. GT4A_CT1]	bacteria
>HMPREF1028_00443 hypothetical protein [Neisseria sp. GT4A_CT1]	bacteria
>HMPREF1028_01180 hypothetical protein [Neisseria sp. GT4A_CT1]	bacteria
>HMPREF1035_0339 hypothetical protein [Veillonella parvula ATCC 17745]	bacteria
>HMPREF1109_1480 trehalose operon repressor [Streptococcus intermedius SK54]	bacteria
>HMPREF1114_1647 threonine ammonia-lyase [Streptococcus oralis SK100]	bacteria
>HMPREF1127_0711 transcriptional regulator, YlxM/p13 family [Fusobacterium necrophorum subsp. funduliforme Fnf 1007]	bacteria
>HMPREF1127_0747 YadA-like C-terminal domain protein [Fusobacterium necrophorum subsp. funduliforme Fnf 1007]	bacteria
>HMPREF1127_0875 putative acyl carrier protein [Fusobacterium necrophorum subsp. funduliforme Fnf 1007]	bacteria
>HMPREF1127_1004 2-hydroxyglutaryl-CoA dehydratase, D-component-like protein [Fusobacterium necrophorum subsp. funduliforme Fnf 1007]	bacteria
>HMPREF1127_1021 flavin reductase [Fusobacterium necrophorum subsp. funduliforme Fnf 1007]	bacteria
>HMPREF1136_1627 peptide chain release factor 1 [Actinomyces sp. ICM47]	bacteria
>HMPREF1139_1645 N-6 DNA Methylase [Campylobacter sp. FOBRC14]	bacteria
>HMPREF1140_0181 transcriptional regulator, Sir2 family [Lachnoanaerobaculum sp. ICM7]	bacteria
>HMPREF1140_0479 putative dimethylamine corrinoid protein [Lachnoanaerobaculum sp. ICM7]	bacteria
>HMPREF1140_0618 glycosyl hydrolase, family 31 [Lachnoanaerobaculum sp. ICM7]	bacteria
>HMPREF1140_0715 AP endonuclease, family 2 [Lachnoanaerobaculum sp. ICM7]	bacteria
>HMPREF1140_2294 PF03883 family protein [Lachnoanaerobaculum sp. ICM7]	bacteria
>HMPREF1141_0018 chloride transporter, ClC family [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_1168 putative ribose operon repressor [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_1349 sigma-54 interaction domain protein [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_2453 putative uncharacterized oxidoreductase YdjG [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_2471 export membrane protein SecD [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_2554 GHKL domain protein [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_2672 chromosome segregation protein SMC [Clostridium sp. MSTE9]	bacteria
>HMPREF1141_3123 putative stage III sporulation protein AA [Clostridium sp. MSTE9]	bacteria
>HMPREF1142_2120 YbbR-like protein [Peptostreptococcaceae bacterium AS15]	bacteria
>HMPREF1142_2187 hypothetical protein [Peptostreptococcaceae bacterium AS15]	bacteria
>HMPREF1143_0178 hypothetical protein [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_0183 PF01973 family protein [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1261 ABC transporter, ATP-binding protein [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1576 RNA pseudouridine synthase [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1635 acyl-CoA dehydrogenase, C-terminal domain protein [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1765 hypothetical protein [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1790 excinuclease ABC, A subunit [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1143_1955 SipW-cognate class signal peptide [Peptostreptococcaceae bacterium OBRC8]	bacteria
>HMPREF1144_0501 ParB-like protein [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_1933 glyceraldehyde-3-phosphate dehydrogenase, type I [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_1959 succinylarginine dihydrolase [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_2181 tRNA dimethylallyltransferase [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_3513 oxidoreductase molybdopterin-binding domain protein [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_3554 LAO/AO transport system ATPase [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_3592 lysine--tRNA ligase [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_4801 thiamine biosynthesis protein ThiC [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_5180 dGTPase [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_6043 integrating conjugative element protein, PFL_4705-like family protein [Klebsiella sp. OBRC7]	bacteria
>HMPREF1144_6280 carbohydrate kinase, PfkB family [Klebsiella sp. OBRC7]	bacteria
>HMPREF1147_0700 non-canonical purine NTP pyrophosphatase RdgB [Selenomonas sp. FOBRC9]	bacteria
>HMPREF1147_1494 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit [Selenomonas sp. FOBRC9]	bacteria
>HMPREF1147_1980 flagellar operon protein [Selenomonas sp. FOBRC9]	bacteria
>HMPREF1148_1613 glucitol operon activator protein GutM [Selenomonas sp. FOBRC6]	bacteria
>HMPREF1148_2118 putative phage head-tail adaptor [Selenomonas sp. FOBRC6]	bacteria
>HMPREF1149_0241 beta-1,6-galactofuranosyltransferase family protein [Streptococcus sp. BS35b]	bacteria
>HMPREF1150_0742 serine-type D-Ala-D-Ala carboxypeptidase [Streptococcus sp. AS14]	bacteria
>HMPREF1150_1676 tryptophan synthase, beta subunit [Streptococcus sp. AS14]	bacteria
>HMPREF1150_1990 peptidase, C69 family [Streptococcus sp. AS14]	bacteria
>HMPREF1150_2009 hypothetical protein [Streptococcus sp. AS14]	bacteria
